Date,Market,Crop,Price
2024-06-25,Mangalore,Cabbage,25.62
2024-06-25,Mangalore,Chilli,72.94
2024-06-25,Mangalore,Beans,56.41
2024-06-25,Mangalore,Brinjal,39.27
2024-06-25,Mangalore,Cauliflower,45.88
2024-06-25,Belagavi,Tomato,37.14
2024-06-25,Belagavi,Onion,33.62
2024-06-25,Belagavi,Potato,28.59
2024-06-25,Belagavi,Rice,51.48
2024-06-25,Belagavi,Wheat,42.27
2024-06-25,Belagavi,Maize,28.69
2024-06-25,Belagavi,Carrot,39.19
2024-06-25,Belagavi,Cabbage,26.64
2024-06-25,Belagavi,Chilli,69.4
2024-06-25,Belagavi,Beans,57.41
2024-06-25,Belagavi,Brinjal,36.73
2024-06-25,Belagavi,Cauliflower,44.94
2024-06-25,Ballari,Tomato,36.68
2024-06-25,Ballari,Onion,29.4
2024-06-25,Ballari,Potato,24.04
2024-06-25,Ballari,Rice,51.16
2024-06-25,Ballari,Wheat,42.11
2024-06-25,Ballari,Maize,28.02
2024-06-25,Ballari,Carrot,38.27
2024-06-25,Ballari,Cabbage,23.59
2024-06-25,Ballari,Chilli,62.64
2024-06-25,Ballari,Beans,54.03
2024-06-25,Ballari,Brinjal,35.41
2024-06-25,Ballari,Cauliflower,43.21
2024-06-25,Davanagere,Tomato,34.43
2024-06-25,Davanagere,Onion,29.08
2024-06-25,Davanagere,Potato,26.04
2024-06-25,Davanagere,Rice,50.27
2024-06-25,Davanagere,Wheat,46.62
2024-06-25,Davanagere,Maize,35.22
2024-06-25,Davanagere,Carrot,38.83
2024-06-25,Davanagere,Cabbage,21.28
2024-06-25,Davanagere,Chilli,63.01
2024-06-25,Davanagere,Beans,54.07
2024-06-25,Davanagere,Brinjal,37.39
2024-06-25,Davanagere,Cauliflower,38.57
2024-06-25,Shivamogga,Tomato,39.4
2024-06-25,Shivamogga,Onion,30.51
2024-06-25,Shivamogga,Potato,29.02
2024-06-25,Shivamogga,Rice,48.61
2024-06-25,Shivamogga,Wheat,44.64
2024-06-25,Shivamogga,Maize,32.69
2024-06-25,Shivamogga,Carrot,43.08
2024-06-25,Shivamogga,Cabbage,24.79
2024-06-25,Shivamogga,Chilli,69.72
2024-06-25,Shivamogga,Beans,57.24
2024-06-25,Shivamogga,Brinjal,35.21
2024-06-25,Shivamogga,Cauliflower,44.07
2024-06-25,Hassan,Tomato,33.75
2024-06-25,Hassan,Onion,32.69
2024-06-25,Hassan,Potato,24.5
2024-06-25,Hassan,Rice,50.87
2024-06-25,Hassan,Wheat,44.86
2024-06-25,Hassan,Maize,32.87
2024-06-25,Hassan,Carrot,42.54
2024-06-25,Hassan,Cabbage,20.83
2024-06-25,Hassan,Chilli,69.81
2024-06-25,Hassan,Beans,55.29
2024-06-25,Hassan,Brinjal,38.77
2024-06-25,Hassan,Cauliflower,43.64
2024-06-25,Tumakuru,Tomato,32.44
2024-06-25,Tumakuru,Onion,26.3
2024-06-25,Tumakuru,Potato,22.52
2024-06-25,Tumakuru,Rice,46.24
2024-06-25,Tumakuru,Wheat,42.05
2024-06-25,Tumakuru,Maize,30.64
2024-06-25,Tumakuru,Carrot,37.3
2024-06-25,Tumakuru,Cabbage,22.84
2024-06-25,Tumakuru,Chilli,63.94
2024-06-25,Tumakuru,Beans,56.1
2024-06-25,Tumakuru,Brinjal,33.94
2024-06-25,Tumakuru,Cauliflower,43.81
2024-06-25,Chikkamagaluru,Tomato,39.67
2024-06-25,Chikkamagaluru,Onion,31.58
2024-06-25,Chikkamagaluru,Potato,28.44
2024-06-25,Chikkamagaluru,Rice,50.75
2024-06-25,Chikkamagaluru,Wheat,44.15
2024-06-25,Chikkamagaluru,Maize,33.97
2024-06-25,Chikkamagaluru,Carrot,41.4
2024-06-25,Chikkamagaluru,Cabbage,23.71
2024-06-25,Chikkamagaluru,Chilli,66.8
2024-06-25,Chikkamagaluru,Beans,54.16
2024-06-25,Chikkamagaluru,Brinjal,38.16
2024-06-25,Chikkamagaluru,Cauliflower,42.24
2024-06-25,Kalaburagi,Tomato,30.19
2024-06-25,Kalaburagi,Onion,25.42
2024-06-25,Kalaburagi,Potato,20.16
2024-06-25,Kalaburagi,Rice,50.06
2024-06-25,Kalaburagi,Wheat,39.14
2024-06-25,Kalaburagi,Maize,27.32
2024-06-25,Kalaburagi,Carrot,38.86
2024-06-25,Kalaburagi,Cabbage,19.2
2024-06-25,Kalaburagi,Chilli,64.59
2024-06-25,Kalaburagi,Beans,53.95
2024-06-25,Kalaburagi,Brinjal,34.16
2024-06-25,Kalaburagi,Cauliflower,38.47
2024-06-26,Bangalore,Tomato,38.77
2024-06-26,Bangalore,Onion,31.13
2024-06-26,Bangalore,Potato,25.68
2024-06-26,Bangalore,Rice,55.21
2024-06-26,Bangalore,Wheat,41.99
2024-06-26,Bangalore,Maize,34.56
2024-06-26,Bangalore,Carrot,45.24
2024-06-26,Bangalore,Cabbage,24.56
2024-06-26,Bangalore,Chilli,71.57
2024-06-26,Bangalore,Beans,58.9
2024-06-26,Bangalore,Brinjal,36.9
2024-06-26,Bangalore,Cauliflower,42.06
2024-06-26,Mysore,Tomato,33.44
2024-06-26,Mysore,Onion,31.46
2024-06-26,Mysore,Potato,22.42
2024-06-26,Mysore,Rice,50.41
2024-06-26,Mysore,Wheat,43.42
2024-06-26,Mysore,Maize,29.53
2024-06-26,Mysore,Carrot,37.26
2024-06-26,Mysore,Cabbage,24.38
2024-06-26,Mysore,Chilli,65.32
2024-06-26,Mysore,Beans,52.02
2024-06-26,Mysore,Brinjal,37.61
2024-06-26,Mysore,Cauliflower,43.7
2024-06-26,Hubli,Tomato,36.96
2024-06-26,Hubli,Onion,33.57
2024-06-26,Hubli,Potato,27.36
2024-06-26,Hubli,Rice,50.0
2024-06-26,Hubli,Wheat,45.26
2024-06-26,Hubli,Maize,30.37
2024-06-26,Hubli,Carrot,42.25
2024-06-26,Hubli,Cabbage,27.78
2024-06-26,Hubli,Chilli,63.87
2024-06-26,Hubli,Beans,58.12
2024-06-26,Hubli,Brinjal,35.28
2024-06-26,Hubli,Cauliflower,42.51
2024-06-26,Mangalore,Tomato,36.94
2024-06-26,Mangalore,Onion,35.15
2024-06-26,Mangalore,Potato,27.64
2024-06-26,Mangalore,Rice,50.01
2024-06-26,Mangalore,Wheat,42.77
2024-06-26,Mangalore,Maize,36.54
2024-06-26,Mangalore,Carrot,41.09
2024-06-26,Mangalore,Cabbage,26.28
2024-06-26,Mangalore,Chilli,70.59
2024-06-26,Mangalore,Beans,53.85
2024-06-26,Mangalore,Brinjal,36.72
2024-06-26,Mangalore,Cauliflower,41.48
2024-06-26,Belagavi,Tomato,35.72
2024-06-26,Belagavi,Onion,30.8
2024-06-26,Belagavi,Potato,28.43
2024-06-26,Belagavi,Rice,48.92
2024-06-26,Belagavi,Wheat,45.78
2024-06-26,Belagavi,Maize,29.81
2024-06-26,Belagavi,Carrot,39.53
2024-06-26,Belagavi,Cabbage,24.9
2024-06-26,Belagavi,Chilli,68.01
2024-06-26,Belagavi,Beans,54.63
2024-06-26,Belagavi,Brinjal,34.51
2024-06-26,Belagavi,Cauliflower,43.71
2024-06-26,Ballari,Tomato,30.87
2024-06-26,Ballari,Onion,24.14
2024-06-26,Ballari,Potato,24.54
2024-06-26,Ballari,Rice,47.52
2024-06-26,Ballari,Wheat,37.74
2024-06-26,Ballari,Maize,25.54
2024-06-26,Ballari,Carrot,35.1
2024-06-26,Ballari,Cabbage,24.75
2024-06-26,Ballari,Chilli,64.9
2024-06-26,Ballari,Beans,48.05
2024-06-26,Ballari,Brinjal,36.31
2024-06-26,Ballari,Cauliflower,42.44
2024-06-26,Davanagere,Tomato,35.98
2024-06-26,Davanagere,Onion,27.41
2024-06-26,Davanagere,Potato,27.83
2024-06-26,Davanagere,Rice,49.69
2024-06-26,Davanagere,Wheat,42.67
2024-06-26,Davanagere,Maize,33.45
2024-06-26,Davanagere,Carrot,36.31
2024-06-26,Davanagere,Cabbage,22.24
2024-06-26,Davanagere,Chilli,64.56
2024-06-26,Davanagere,Beans,52.81
2024-06-26,Davanagere,Brinjal,31.6
2024-06-26,Davanagere,Cauliflower,39.43
2024-06-26,Shivamogga,Tomato,34.71
2024-06-26,Shivamogga,Onion,29.62
2024-06-26,Shivamogga,Potato,27.39
2024-06-26,Shivamogga,Rice,49.97
2024-06-26,Shivamogga,Wheat,47.32
2024-06-26,Shivamogga,Maize,35.92
2024-06-26,Shivamogga,Carrot,43.07
2024-06-26,Shivamogga,Cabbage,23.7
2024-06-26,Shivamogga,Chilli,69.08
2024-06-26,Shivamogga,Beans,54.44
2024-06-26,Shivamogga,Brinjal,32.86
2024-06-26,Shivamogga,Cauliflower,41.13
2024-06-26,Hassan,Tomato,34.12
2024-06-26,Hassan,Onion,32.87
2024-06-26,Hassan,Potato,28.29
2024-06-26,Hassan,Rice,47.86
2024-06-26,Hassan,Wheat,44.06
2024-06-26,Hassan,Maize,28.33
2024-06-26,Hassan,Carrot,41.0
2024-06-26,Hassan,Cabbage,25.16
2024-06-26,Hassan,Chilli,69.04
2024-06-26,Hassan,Beans,52.26
2024-06-26,Hassan,Brinjal,35.03
2024-06-26,Hassan,Cauliflower,42.48
2024-06-26,Tumakuru,Tomato,36.94
2024-06-26,Tumakuru,Onion,30.9
2024-06-26,Tumakuru,Potato,23.39
2024-06-26,Tumakuru,Rice,44.81
2024-06-26,Tumakuru,Wheat,46.32
2024-06-26,Tumakuru,Maize,33.51
2024-06-26,Tumakuru,Carrot,42.07
2024-06-26,Tumakuru,Cabbage,26.23
2024-06-26,Tumakuru,Chilli,67.25
2024-06-26,Tumakuru,Beans,55.27
2024-06-26,Tumakuru,Brinjal,35.66
2024-06-26,Tumakuru,Cauliflower,41.72
2024-06-26,Chikkamagaluru,Tomato,38.93
2024-06-26,Chikkamagaluru,Onion,34.36
2024-06-26,Chikkamagaluru,Potato,28.86
2024-06-26,Chikkamagaluru,Rice,51.1
2024-06-26,Chikkamagaluru,Wheat,48.47
2024-06-26,Chikkamagaluru,Maize,33.86
2024-06-26,Chikkamagaluru,Carrot,38.19
2024-06-26,Chikkamagaluru,Cabbage,22.74
2024-06-26,Chikkamagaluru,Chilli,65.93
2024-06-26,Chikkamagaluru,Beans,53.55
2024-06-26,Chikkamagaluru,Brinjal,41.01
2024-06-26,Chikkamagaluru,Cauliflower,42.44
2024-06-26,Kalaburagi,Tomato,33.29
2024-06-26,Kalaburagi,Onion,26.57
2024-06-26,Kalaburagi,Potato,20.78
2024-06-26,Kalaburagi,Rice,45.64
2024-06-26,Kalaburagi,Wheat,40.04
2024-06-26,Kalaburagi,Maize,29.35
2024-06-26,Kalaburagi,Carrot,39.13
2024-06-26,Kalaburagi,Cabbage,23.12
2024-06-26,Kalaburagi,Chilli,66.11
2024-06-26,Kalaburagi,Beans,47.13
2024-06-26,Kalaburagi,Brinjal,34.72
2024-06-26,Kalaburagi,Cauliflower,38.97
2024-06-27,Bangalore,Tomato,38.94
2024-06-27,Bangalore,Onion,28.19
2024-06-27,Bangalore,Potato,27.43
2024-06-27,Bangalore,Rice,51.04
2024-06-27,Bangalore,Wheat,44.38
2024-06-27,Bangalore,Maize,29.94
2024-06-27,Bangalore,Carrot,41.97
2024-06-27,Bangalore,Cabbage,26.89
2024-06-27,Bangalore,Chilli,66.78
2024-06-27,Bangalore,Beans,57.73
2024-06-27,Bangalore,Brinjal,38.22
2024-06-27,Bangalore,Cauliflower,40.71
2024-06-27,Mysore,Tomato,34.04
2024-06-27,Mysore,Onion,26.19
2024-06-27,Mysore,Potato,28.73
2024-06-27,Mysore,Rice,50.35
2024-06-27,Mysore,Wheat,40.81
2024-06-27,Mysore,Maize,33.46
2024-06-27,Mysore,Carrot,41.47
2024-06-27,Mysore,Cabbage,23.53
2024-06-27,Mysore,Chilli,67.54
2024-06-27,Mysore,Beans,54.69
2024-06-27,Mysore,Brinjal,35.19
2024-06-27,Mysore,Cauliflower,40.91
2024-06-27,Hubli,Tomato,36.86
2024-06-27,Hubli,Onion,29.42
2024-06-27,Hubli,Potato,24.94
2024-06-27,Hubli,Rice,53.57
2024-06-27,Hubli,Wheat,44.24
2024-06-27,Hubli,Maize,31.28
2024-06-27,Hubli,Carrot,38.81
2024-06-27,Hubli,Cabbage,25.29
2024-06-27,Hubli,Chilli,68.58
2024-06-27,Hubli,Beans,56.05
2024-06-27,Hubli,Brinjal,37.5
2024-06-27,Hubli,Cauliflower,40.83
2024-06-27,Mangalore,Tomato,43.26
2024-06-27,Mangalore,Onion,31.84
2024-06-27,Mangalore,Potato,28.15
2024-06-27,Mangalore,Rice,52.33
2024-06-27,Mangalore,Wheat,45.08
2024-06-27,Mangalore,Maize,33.67
2024-06-27,Mangalore,Carrot,42.9
2024-06-27,Mangalore,Cabbage,29.99
2024-06-27,Mangalore,Chilli,71.19
2024-06-27,Mangalore,Beans,59.03
2024-06-27,Mangalore,Brinjal,36.51
2024-06-27,Mangalore,Cauliflower,45.29
2024-06-27,Belagavi,Tomato,40.57
2024-06-27,Belagavi,Onion,30.28
2024-06-27,Belagavi,Potato,29.96
2024-06-27,Belagavi,Rice,51.94
2024-06-27,Belagavi,Wheat,42.77
2024-06-27,Belagavi,Maize,29.29
2024-06-27,Belagavi,Carrot,38.07
2024-06-27,Belagavi,Cabbage,25.14
2024-06-27,Belagavi,Chilli,67.12
2024-06-27,Belagavi,Beans,58.34
2024-06-27,Belagavi,Brinjal,37.7
2024-06-27,Belagavi,Cauliflower,39.27
2024-06-27,Ballari,Tomato,37.98
2024-06-27,Ballari,Onion,28.53
2024-06-27,Ballari,Potato,23.09
2024-06-27,Ballari,Rice,50.26
2024-06-27,Ballari,Wheat,43.52
2024-06-27,Ballari,Maize,30.3
2024-06-27,Ballari,Carrot,35.49
2024-06-27,Ballari,Cabbage,22.69
2024-06-27,Ballari,Chilli,66.94
2024-06-27,Ballari,Beans,52.66
2024-06-27,Ballari,Brinjal,34.94
2024-06-27,Ballari,Cauliflower,39.26
2024-06-27,Davanagere,Tomato,33.77
2024-06-27,Davanagere,Onion,32.93
2024-06-27,Davanagere,Potato,25.13
2024-06-27,Davanagere,Rice,49.39
2024-06-27,Davanagere,Wheat,42.6
2024-06-27,Davanagere,Maize,28.22
2024-06-27,Davanagere,Carrot,38.13
2024-06-27,Davanagere,Cabbage,24.57
2024-06-27,Davanagere,Chilli,68.24
2024-06-27,Davanagere,Beans,53.29
2024-06-27,Davanagere,Brinjal,32.15
2024-06-27,Davanagere,Cauliflower,41.66
2024-06-27,Shivamogga,Tomato,40.39
2024-06-27,Shivamogga,Onion,29.38
2024-06-27,Shivamogga,Potato,24.1
2024-06-27,Shivamogga,Rice,51.71
2024-06-27,Shivamogga,Wheat,41.6
2024-06-27,Shivamogga,Maize,35.27
2024-06-27,Shivamogga,Carrot,40.68
2024-06-27,Shivamogga,Cabbage,28.12
2024-06-27,Shivamogga,Chilli,66.18
2024-06-27,Shivamogga,Beans,50.53
2024-06-27,Shivamogga,Brinjal,38.59
2024-06-27,Shivamogga,Cauliflower,44.39
2024-06-27,Hassan,Tomato,38.67
2024-06-27,Hassan,Onion,32.08
2024-06-27,Hassan,Potato,25.27
2024-06-27,Hassan,Rice,50.17
2024-06-27,Hassan,Wheat,46.05
2024-06-27,Hassan,Maize,30.28
2024-06-27,Hassan,Carrot,39.4
2024-06-27,Hassan,Cabbage,24.62
2024-06-27,Hassan,Chilli,65.61
2024-06-27,Hassan,Beans,50.63
2024-06-27,Hassan,Brinjal,38.57
2024-06-27,Hassan,Cauliflower,41.63
2024-06-27,Tumakuru,Tomato,38.66
2024-06-27,Tumakuru,Onion,29.41
2024-06-27,Tumakuru,Potato,21.33
2024-06-27,Tumakuru,Rice,45.93
2024-06-27,Tumakuru,Wheat,39.73
2024-06-27,Tumakuru,Maize,28.09
2024-06-27,Tumakuru,Carrot,40.28
2024-06-27,Tumakuru,Cabbage,24.68
2024-06-27,Tumakuru,Chilli,66.49
2024-06-27,Tumakuru,Beans,51.94
2024-06-27,Tumakuru,Brinjal,32.79
2024-06-27,Tumakuru,Cauliflower,40.11
2024-06-27,Chikkamagaluru,Tomato,36.4
2024-06-27,Chikkamagaluru,Onion,33.84
2024-06-27,Chikkamagaluru,Potato,31.36
2024-06-27,Chikkamagaluru,Rice,50.94
2024-06-27,Chikkamagaluru,Wheat,47.12
2024-06-27,Chikkamagaluru,Maize,31.42
2024-06-27,Chikkamagaluru,Carrot,45.22
2024-06-27,Chikkamagaluru,Cabbage,26.74
2024-06-27,Chikkamagaluru,Chilli,68.3
2024-06-27,Chikkamagaluru,Beans,57.86
2024-06-27,Chikkamagaluru,Brinjal,39.95
2024-06-27,Chikkamagaluru,Cauliflower,41.35
2024-06-27,Kalaburagi,Tomato,31.71
2024-06-27,Kalaburagi,Onion,26.83
2024-06-27,Kalaburagi,Potato,24.1
2024-06-27,Kalaburagi,Rice,46.96
2024-06-27,Kalaburagi,Wheat,44.34
2024-06-27,Kalaburagi,Maize,28.53
2024-06-27,Kalaburagi,Carrot,34.12
2024-06-27,Kalaburagi,Cabbage,23.9
2024-06-27,Kalaburagi,Chilli,62.37
2024-06-27,Kalaburagi,Beans,52.52
2024-06-27,Kalaburagi,Brinjal,28.68
2024-06-27,Kalaburagi,Cauliflower,38.08
2024-06-28,Bangalore,Tomato,35.83
2024-06-28,Bangalore,Onion,33.9
2024-06-28,Bangalore,Potato,24.11
2024-06-28,Bangalore,Rice,47.92
2024-06-28,Bangalore,Wheat,44.08
2024-06-28,Bangalore,Maize,34.72
2024-06-28,Bangalore,Carrot,42.57
2024-06-28,Bangalore,Cabbage,21.62
2024-06-28,Bangalore,Chilli,65.14
2024-06-28,Bangalore,Beans,57.3
2024-06-28,Bangalore,Brinjal,40.82
2024-06-28,Bangalore,Cauliflower,42.98
2024-06-28,Mysore,Tomato,38.63
2024-06-28,Mysore,Onion,27.46
2024-06-28,Mysore,Potato,21.57
2024-06-28,Mysore,Rice,49.65
2024-06-28,Mysore,Wheat,44.91
2024-06-28,Mysore,Maize,28.73
2024-06-28,Mysore,Carrot,39.53
2024-06-28,Mysore,Cabbage,21.81
2024-06-28,Mysore,Chilli,63.08
2024-06-28,Mysore,Beans,56.53
2024-06-28,Mysore,Brinjal,32.55
2024-06-28,Mysore,Cauliflower,43.3
2024-06-28,Hubli,Tomato,36.22
2024-06-28,Hubli,Onion,32.78
2024-06-28,Hubli,Potato,24.19
2024-06-28,Hubli,Rice,50.7
2024-06-28,Hubli,Wheat,46.63
2024-06-28,Hubli,Maize,32.98
2024-06-28,Hubli,Carrot,39.86
2024-06-28,Hubli,Cabbage,25.72
2024-06-28,Hubli,Chilli,66.12
2024-06-28,Hubli,Beans,51.88
2024-06-28,Hubli,Brinjal,35.73
2024-06-28,Hubli,Cauliflower,46.3
2024-06-28,Mangalore,Tomato,38.25
2024-06-28,Mangalore,Onion,33.69
2024-06-28,Mangalore,Potato,27.15
2024-06-28,Mangalore,Rice,52.52
2024-06-28,Mangalore,Wheat,45.56
2024-06-28,Mangalore,Maize,34.21
2024-06-28,Mangalore,Carrot,41.94
2024-06-28,Mangalore,Cabbage,23.36
2024-06-28,Mangalore,Chilli,69.61
2024-06-28,Mangalore,Beans,54.46
2024-06-28,Mangalore,Brinjal,34.98
2024-06-28,Mangalore,Cauliflower,42.01
2024-06-28,Belagavi,Tomato,39.71
2024-06-28,Belagavi,Onion,32.86
2024-06-28,Belagavi,Potato,28.33
2024-06-28,Belagavi,Rice,51.2
2024-06-28,Belagavi,Wheat,40.9
2024-06-28,Belagavi,Maize,29.82
2024-06-28,Belagavi,Carrot,41.13
2024-06-28,Belagavi,Cabbage,27.59
2024-06-28,Belagavi,Chilli,65.78
2024-06-28,Belagavi,Beans,54.24
2024-06-28,Belagavi,Brinjal,34.78
2024-06-28,Belagavi,Cauliflower,43.22
2024-06-28,Ballari,Tomato,33.76
2024-06-28,Ballari,Onion,30.11
2024-06-28,Ballari,Potato,26.68
2024-06-28,Ballari,Rice,45.81
2024-06-28,Ballari,Wheat,43.0
2024-06-28,Ballari,Maize,31.12
2024-06-28,Ballari,Carrot,36.61
2024-06-28,Ballari,Cabbage,23.45
2024-06-28,Ballari,Chilli,67.38
2024-06-28,Ballari,Beans,54.91
2024-06-28,Ballari,Brinjal,31.45
2024-06-28,Ballari,Cauliflower,43.01
2024-06-28,Davanagere,Tomato,33.87
2024-06-28,Davanagere,Onion,31.44
2024-06-28,Davanagere,Potato,29.09
2024-06-28,Davanagere,Rice,50.64
2024-06-28,Davanagere,Wheat,44.61
2024-06-28,Davanagere,Maize,34.61
2024-06-28,Davanagere,Carrot,40.69
2024-06-28,Davanagere,Cabbage,21.13
2024-06-28,Davanagere,Chilli,65.21
2024-06-28,Davanagere,Beans,54.33
2024-06-28,Davanagere,Brinjal,38.05
2024-06-28,Davanagere,Cauliflower,41.79
2024-06-28,Shivamogga,Tomato,34.53
2024-06-28,Shivamogga,Onion,32.9
2024-06-28,Shivamogga,Potato,26.41
2024-06-28,Shivamogga,Rice,54.1
2024-06-28,Shivamogga,Wheat,43.04
2024-06-28,Shivamogga,Maize,35.89
2024-06-28,Shivamogga,Carrot,41.66
2024-06-28,Shivamogga,Cabbage,22.2
2024-06-28,Shivamogga,Chilli,69.14
2024-06-28,Shivamogga,Beans,56.78
2024-06-28,Shivamogga,Brinjal,39.87
2024-06-28,Shivamogga,Cauliflower,43.96
2024-06-28,Hassan,Tomato,38.7
2024-06-28,Hassan,Onion,26.43
2024-06-28,Hassan,Potato,25.35
2024-06-28,Hassan,Rice,51.41
2024-06-28,Hassan,Wheat,42.42
2024-06-28,Hassan,Maize,34.81
2024-06-28,Hassan,Carrot,36.13
2024-06-28,Hassan,Cabbage,25.78
2024-06-28,Hassan,Chilli,67.68
2024-06-28,Hassan,Beans,56.96
2024-06-28,Hassan,Brinjal,37.68
2024-06-28,Hassan,Cauliflower,38.63
2024-06-28,Tumakuru,Tomato,33.41
2024-06-28,Tumakuru,Onion,29.56
2024-06-28,Tumakuru,Potato,22.88
2024-06-28,Tumakuru,Rice,45.57
2024-06-28,Tumakuru,Wheat,41.32
2024-06-28,Tumakuru,Maize,33.69
2024-06-28,Tumakuru,Carrot,38.99
2024-06-28,Tumakuru,Cabbage,24.62
2024-06-28,Tumakuru,Chilli,65.67
2024-06-28,Tumakuru,Beans,54.75
2024-06-28,Tumakuru,Brinjal,31.48
2024-06-28,Tumakuru,Cauliflower,38.97
2024-06-28,Chikkamagaluru,Tomato,39.25
2024-06-28,Chikkamagaluru,Onion,29.75
2024-06-28,Chikkamagaluru,Potato,31.12
2024-06-28,Chikkamagaluru,Rice,53.37
2024-06-28,Chikkamagaluru,Wheat,44.91
2024-06-28,Chikkamagaluru,Maize,31.41
2024-06-28,Chikkamagaluru,Carrot,42.33
2024-06-28,Chikkamagaluru,Cabbage,24.32
2024-06-28,Chikkamagaluru,Chilli,67.28
2024-06-28,Chikkamagaluru,Beans,53.02
2024-06-28,Chikkamagaluru,Brinjal,36.3
2024-06-28,Chikkamagaluru,Cauliflower,45.85
2024-06-28,Kalaburagi,Tomato,31.54
2024-06-28,Kalaburagi,Onion,29.7
2024-06-28,Kalaburagi,Potato,19.18
2024-06-28,Kalaburagi,Rice,43.08
2024-06-28,Kalaburagi,Wheat,42.48
2024-06-28,Kalaburagi,Maize,28.56
2024-06-28,Kalaburagi,Carrot,39.1
2024-06-28,Kalaburagi,Cabbage,23.54
2024-06-28,Kalaburagi,Chilli,62.04
2024-06-28,Kalaburagi,Beans,48.01
2024-06-28,Kalaburagi,Brinjal,35.67
2024-06-28,Kalaburagi,Cauliflower,35.8
2024-06-29,Bangalore,Tomato,41.95
2024-06-29,Bangalore,Onion,32.71
2024-06-29,Bangalore,Potato,24.37
2024-06-29,Bangalore,Rice,48.86
2024-06-29,Bangalore,Wheat,47.82
2024-06-29,Bangalore,Maize,34.36
2024-06-29,Bangalore,Carrot,38.02
2024-06-29,Bangalore,Cabbage,25.96
2024-06-29,Bangalore,Chilli,67.77
2024-06-29,Bangalore,Beans,58.82
2024-06-29,Bangalore,Brinjal,36.65
2024-06-29,Bangalore,Cauliflower,41.62
2024-06-29,Mysore,Tomato,33.01
2024-06-29,Mysore,Onion,31.44
2024-06-29,Mysore,Potato,23.45
2024-06-29,Mysore,Rice,49.19
2024-06-29,Mysore,Wheat,39.86
2024-06-29,Mysore,Maize,30.27
2024-06-29,Mysore,Carrot,36.29
2024-06-29,Mysore,Cabbage,19.44
2024-06-29,Mysore,Chilli,62.81
2024-06-29,Mysore,Beans,54.51
2024-06-29,Mysore,Brinjal,33.17
2024-06-29,Mysore,Cauliflower,39.16
2024-06-29,Hubli,Tomato,35.35
2024-06-29,Hubli,Onion,26.69
2024-06-29,Hubli,Potato,22.99
2024-06-29,Hubli,Rice,47.69
2024-06-29,Hubli,Wheat,41.57
2024-06-29,Hubli,Maize,29.87
2024-06-29,Hubli,Carrot,39.33
2024-06-29,Hubli,Cabbage,21.78
2024-06-29,Hubli,Chilli,67.28
2024-06-29,Hubli,Beans,57.24
2024-06-29,Hubli,Brinjal,35.37
2024-06-29,Hubli,Cauliflower,40.54
2024-06-29,Mangalore,Tomato,42.48
2024-06-29,Mangalore,Onion,28.58
2024-06-29,Mangalore,Potato,28.8
2024-06-29,Mangalore,Rice,56.15
2024-06-29,Mangalore,Wheat,47.51
2024-06-29,Mangalore,Maize,34.08
2024-06-29,Mangalore,Carrot,39.08
2024-06-29,Mangalore,Cabbage,26.56
2024-06-29,Mangalore,Chilli,71.42
2024-06-29,Mangalore,Beans,55.23
2024-06-29,Mangalore,Brinjal,40.14
2024-06-29,Mangalore,Cauliflower,43.2
2024-06-29,Belagavi,Tomato,37.08
2024-06-29,Belagavi,Onion,31.45
2024-06-29,Belagavi,Potato,27.73
2024-06-29,Belagavi,Rice,46.74
2024-06-29,Belagavi,Wheat,43.54
2024-06-29,Belagavi,Maize,35.88
2024-06-29,Belagavi,Carrot,40.21
2024-06-29,Belagavi,Cabbage,20.55
2024-06-29,Belagavi,Chilli,67.58
2024-06-29,Belagavi,Beans,56.98
2024-06-29,Belagavi,Brinjal,35.37
2024-06-29,Belagavi,Cauliflower,38.61
2024-06-29,Ballari,Tomato,32.61
2024-06-29,Ballari,Onion,27.22
2024-06-29,Ballari,Potato,25.73
2024-06-29,Ballari,Rice,44.99
2024-06-29,Ballari,Wheat,39.02
2024-06-29,Ballari,Maize,31.83
2024-06-29,Ballari,Carrot,34.51
2024-06-29,Ballari,Cabbage,23.97
2024-06-29,Ballari,Chilli,65.45
2024-06-29,Ballari,Beans,53.58
2024-06-29,Ballari,Brinjal,31.27
2024-06-29,Ballari,Cauliflower,38.65
2024-06-29,Davanagere,Tomato,34.6
2024-06-29,Davanagere,Onion,29.93
2024-06-29,Davanagere,Potato,21.88
2024-06-29,Davanagere,Rice,45.51
2024-06-29,Davanagere,Wheat,44.96
2024-06-29,Davanagere,Maize,32.69
2024-06-29,Davanagere,Carrot,37.06
2024-06-29,Davanagere,Cabbage,24.67
2024-06-29,Davanagere,Chilli,65.31
2024-06-29,Davanagere,Beans,56.51
2024-06-29,Davanagere,Brinjal,37.58
2024-06-29,Davanagere,Cauliflower,41.77
2024-06-29,Shivamogga,Tomato,40.94
2024-06-29,Shivamogga,Onion,31.97
2024-06-29,Shivamogga,Potato,28.22
2024-06-29,Shivamogga,Rice,51.38
2024-06-29,Shivamogga,Wheat,42.05
2024-06-29,Shivamogga,Maize,29.26
2024-06-29,Shivamogga,Carrot,42.73
2024-06-29,Shivamogga,Cabbage,28.2
2024-06-29,Shivamogga,Chilli,68.86
2024-06-29,Shivamogga,Beans,54.98
2024-06-29,Shivamogga,Brinjal,37.68
2024-06-29,Shivamogga,Cauliflower,39.2
